Id;Comment;Like;Comment's timestamp;Post's timestamp;#Deaths;#Infected;#Healed;Annot 1;Annot 2;Annot 3;Final annotation
662;M. K., F. K. E kapi edhe Gremen hahahahahahah;1;Friday, April 10, 2020 8:30pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
663;A. Q. shka u ba more Ferizaj ma shume se Malisheve shoku;0;Friday, April 10, 2020 8:29pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
664;L. P. keni gjasa reale per top 4..;0;Friday, April 10, 2020 8:29pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
665;O. P. karanti rri mos livrit hehe;0;Friday, April 10, 2020 8:29pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
666;Njerezit po dalin pa kontroll edhe kjo eshte gjendja tani ... po t'kishin ndejt ne shpi nuk i kishin smu nje zinxhir njerzish! ;1;Friday, April 10, 2020 8:28pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;2;2;2
667;Hahahahha na myten krejt me kto rrena se i duhen do pare qeveris se skan ;6;Friday, April 10, 2020 8:25pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;2;2;2;2
668;O institut,a munesh pak ma detalisht ne qendren studentore sa jon se diqka ferizaji si shume,nese jon qe kan ardhe nga jashte e jon nqender studenotre,a nese jon naper shpija koka puna mos vet!;10;Friday, April 10, 2020 8:24pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
669;B. Sh. pom doket A. R. as ne xham mo ska me dal mas ketij lajmi ;1;Friday, April 10, 2020 8:22pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
670;Ferizaji ne Karantine urgjent !!!!!! ;5;Friday, April 10, 2020 8:19pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;2;0;0;0
671;V. Sh. sa iu mora lakmi sot veq 2 raste;0;Friday, April 10, 2020 8:16pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;1;0;0;0
672;#RriShpi #Qaq;0;Friday, April 10, 2020 8:15pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
673;R. I. t`Mitrovices nuk ka pas sot.;0;Friday, April 10, 2020 8:15pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;1;0;0;0
674;K. R. ruju se e paska kap varoshin ;1;Friday, April 10, 2020 8:13pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;1;0;0;0
675;Bani publik emrat ndashi me ndal hovin e shperndarjes! ;28;Friday, April 10, 2020 8:12pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
676;Shqetesues eshte numri nën mbikqyrje kontakte te rasteve;1;Friday, April 10, 2020 8:12pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;2;0
677;Keto dy raste viti a jan stubell a ku;0;Friday, April 10, 2020 8:12pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
678;M. H. prej t hanes qysh po shihet pe “hekin” orej policore;1;Friday, April 10, 2020 8:11pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;1;0;0;0
679;A. O. ka ju e paska kap;1;Friday, April 10, 2020 8:09pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
680;K. Ll. Tkom.than mos e nguc Dostin Qyre tash qka na boni;0;Friday, April 10, 2020 8:08pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
681;JU KOM.THAN BRE QE SIT LARGOHET ALBIN KURTOVIQI PREJ FERIZAJIT KAN MU INFEKTU NJERZT;7;Friday, April 10, 2020 8:06pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;2;0;0;0
682;D. K. e pershendesum ferizajin me 18 copa;1;Friday, April 10, 2020 8:06pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
683;Respekt per mjekët tanë ;1;Friday, April 10, 2020 8:05pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;1;1;1;1
684;A ka mundesi me dite sa teste i keni bere nga komuna e pejes ??;3;Friday, April 10, 2020 8:04pm GMT;Friday, April 10, 2020 8:02pm GMT;0;23;14;0;0;0;0
685;A din kush 2 jav sa dit bajn!?;0;Sunday, April 12, 2020 7:29pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;0;0;0
686;Po ikni bre seee sjeni kerka....Kerka bash....Shihni emrin tim edhe bash kisha pas qef mem komentu naj sen...Ju ne institut ne telefona, ju perzgjedhni me gishta apo me numra rendor apo duhet te keni ndonje shkop magjik me te cilin perzgjidhni kend ta testoni.. Jane ne kontakt direkt me mua skeni shku qe 5 dite, e ju pergjerohem edhe ju kemi thirr ne tel une e gruaja min 10 here...Plus ata qe kan qen ne kontakt direkt me mua i neglizhoni...Ju atje ne kollteqe vetem propagand vazhdoni te beni, puna behet ketu ku jam une i shtrire ne Infektiv....Tmerrrrr bre duhet sipas jush te fillon te kolaboj dikush qe ju ta merrni parasysh, nuk ju mjafton qe kan qen ne kontakt me mua....Marrreeeeee;1;Sunday, April 12, 2020 5:38pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;2;2;2
687;Te lumt dr.Linda per punen pa prites Zoti te dhasht shnet fat e jete te gjate.❤;0;Sunday, April 12, 2020 6:25am GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;1;1;1;1
688;A. H. jasha skenderaji ;0;Saturday, April 11, 2020 11:00pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;1;2;0
689;Bashta tash maŕin vesh e rrin po pak me vones;0;Saturday, April 11, 2020 10:23pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;2;0
690;Njerez te papergjegjshem!Pa pike kulture,kur te bon apel Ministri i shendetesise rri ne shpi,shka ki ti qe nuk rrin? Ia vlen mi kujtu se disa persona nuk kane kulm mbi koke e neve na duket monotoni me qendru ne shtepi per te miren tone osht fjala!Tash mundet me eskalu situata e ju rrugaqa e rrugejka qe nuk ju rrihet ne shpi dilni ne çdo cep te rruges e bjerni virusa edhe ne shpi! Turp ju qofte o popull idiot ;12;Saturday, April 11, 2020 9:22pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;2;2;2
691;Juve  stafit mjeksor  respekt  ndersa  ktyre qe jane raste  kontakti qe nuk kane nejt ne shtepi  po kane  shku musafir e jone infektu      turp !;2;Saturday, April 11, 2020 9:12pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;1;0;2;0
692;Shqipëria me 2.8 milion banor dhe shumicën e emigranteve i ka nga Italia, arriti me frenua përhapjen e virusit deri tash ka vetëm 433 te infektuar, ndërkaq Kosova me 1.8 milion banor dhe me numër te vogël te emigranteve nga Italia tash ka arrit numrin e 283 te infektuarve ne ketë kohe pandemie u jemi borxhli te gjithë personelit shëndetësor, policor andaj lus te gjithë bashkëqytetaret ta mbrojmë familjen ti mbrojmë personelin shëndetësor policor ta kalojmë ketë sfide duke u mbyllur ne shtëpi e gjithë familja nuk ka shoqe, shoke, halla e teze me shkua as prindi as fëmija, e politikanet le vazhdojnë me egot e tyre personale si pozite e opozite, te kërkojnë elektorat se për gjendje te jashtëzakonshme ka kohe.;6;Saturday, April 11, 2020 9:00pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;2;1;0
693;Nashta duheni me shkru edhe #rrinbanese, se poget jane tu menu qe vec kta qe jetojne n’shpia s’duhen me dal ;13;Saturday, April 11, 2020 8:24pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;0;0;0
694;Pa hyp sun bjen o popull;1;Saturday, April 11, 2020 8:23pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;0;0;0
695;Smarrin vesh jo kot flasin e apelojn kur tju hin virusi n shpi ather e kuptojn se fundi  fundit veq familjes te ngusht ja bajn  t keqn kerkujt  tjeter;0;Saturday, April 11, 2020 8:21pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;2;2;2
696;C. P. qetu ose te MSh ;0;Saturday, April 11, 2020 8:18pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
697;Statistikat e #covid19 ne Kosove per daten 11.04.2020 33 Raste te reja infektimi me Coronavirus️ 20 Raste - Prishtine⚰️ 0 Vdekje 6 Rast te Sheruar 130 TesteStatistikat Totale: 283 Raste Infektimi⚰️ 7 Raste vdekje 58 Te Sheruar 3,006 TestimeStatistikat e paraqitura vizualisht -> https://tabsoft.co/3e6ePfM -> https://tabsoft.co/2UeJiyT;1;Saturday, April 11, 2020 8:15pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
698;Sjenu tu ba teste mjaftueshem se ka ma shum;0;Saturday, April 11, 2020 8:12pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
699;A mundeni me testu asimptomatiket edhe jo vetem raste sigurta kontaktiBeni me shume teste ta dijm ka jemi ;0;Saturday, April 11, 2020 8:11pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
700;U dashte gjendje e jashtzakonshme mu shpalle per ndrysh ktu veq ma keq bohet..Sa te mbledhen njerzt qdo nat neper oda te burrave e me pi birra sen so kjo... Boni 5 dite ka 1000 teste krejt venet e ballkanit ti kalojme me te infektume..!Kujdes o popull kujdes se shkum dom...!;6;Saturday, April 11, 2020 8:04pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;0;2;2
701;Qka o kjo puna e testeve bre a zdini me qit pik dites e ket ore me na tregu e njezit me kap ma shum panika  ju lus si krejt bota po qet pik dites kto tesete sa raste jan edhe ju qiteni jok ket ore keshtu   Instituti kombetar i shendetesise publike te Kosoves;7;Saturday, April 11, 2020 8:03pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;2;2;2
702;Tmerri sa po ka filluar pernime kshtu ;0;Saturday, April 11, 2020 7:59pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;2;2;2
703;130 teste edhe naj dit 20 teste bani si cilin dite tu i zvoglu testet  a shtete sa banor qe ka kosova deri 2000 teste i bajne ne dite;4;Saturday, April 11, 2020 7:55pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;2;2;2
704;Hajde malisheva ma gjall Martin Oroshi ;1;Saturday, April 11, 2020 7:53pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;1;0;0
705;Elvira & Dafina na erdh ;0;Saturday, April 11, 2020 7:52pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
706;Edhe skenderaj erdh aaaa;0;Saturday, April 11, 2020 7:52pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
707;Ferizaji me Prishtinen jon tu shty cili po ka ma shum  ;2;Saturday, April 11, 2020 7:48pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
708;F. Z. rri ngjermani ma mir;1;Saturday, April 11, 2020 7:47pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;1;0;0;0
709;Ju jeni krenaria e Kosovës, Zoti ju ruajt juve mjekëve në përgjithësi dhe familjet e huaja !;3;Saturday, April 11, 2020 7:46pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;1;1;1;1
710;B. Sh. mbërriti edhe atje se thojshe mos hajde se po na prun ;1;Saturday, April 11, 2020 7:45pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
711;Delni prap shetitni neper germi e parqe e dalshi fare dalshi bre njerez  injoranta te pa marun vesh ;1;Saturday, April 11, 2020 7:42pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;2;2;2
712;O dilni se tash eshte koha e trimerise veq perpara ;2;Saturday, April 11, 2020 7:42pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;2;2;2
713;TMERR ...ME SHUME SE NE TIRANE PER NJE DITE !!!!!!!! SEPSE ATJE EDI RAMA CDO LEVIZJE E KA NEN KONTROLLE TE NE NUK KA KUSH ME NA NDAL ...NJE MASE ME E QIT QOHEN PESHE PUQI PUQI PUQI ....javen e dyte presidenti ka thirr per gjendje te jashtezakonshme u qun ne kembe PUQAT E DREQIT .......dojshin me explodu per asgje .......ai te qmendur!!!!!!!!!   20 nga Prishtina nuk kane pasur simptome fare ....merre me mend sa tjere i kane infektuar !!!!!!!!!!!!!!!!;27;Saturday, April 11, 2020 7:41pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;2;2;2
714;o tybe veq nese ja boni si ne Indi se ndryshe na nuk marrim vesh , ska kush qe i nal shqiptart me dal jasht . ;5;Saturday, April 11, 2020 7:41pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;0;2;2
715;Teknika e frymëmarrjes që mund të shpëtojë nga koronavirusi:https://youtu.be/Hc2b9Wvn0e4;13;Saturday, April 11, 2020 7:40pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;0;0;0;0
716;Per Thaqin ma e rensishme ke mi qu n kushtetuse kufizimet se sa interesi popullit;3;Saturday, April 11, 2020 7:39pm GMT;Saturday, April 11, 2020 7:38pm GMT;0;33;6;2;0;2;2
717;u knaqt tu rrejt ;0;Monday, April 13, 2020 7:39pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
718;Ju lutem mendoni pak edhe për shëndetin mendor. Mos publikoni rezultatet gjatë natës. Po mbesim pa gjumë prej frikës.;0;Monday, April 13, 2020 6:50pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;0;2;2
719;Le akuat secili net rri ne shpi se duhet mi dit kapacitetet e shtetit ska shka mi ba kurkujna kur te rritet numri fajin mos ja leni kurkuj rrini ne shpi pik;1;Monday, April 13, 2020 2:20pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
720;Neve duke ju besuar ne Ferizaj amerikaneve e kemi hanger, ata duke u mbajtur fshehurazi ushtaret e infektuar me jave dhe duke mos e njoftuar stafin lokal fare. Atehere kur vdic punetori , atehere morren masat formale , ndersa edhe sot nuk e pranojne se kane ushtate te infektuar. Derisa punetoret i detyrojne te shkojne ne pune perndryshe e hupin vendin e punes. Do te kete shume te infektuar dhe instituti duhet ketu per momentin te e vendos akcentin sepse Ferizaj ka me qene Bergamo e Italise.;1;Monday, April 13, 2020 1:17pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;2;0
721;ndoket kta te bondtillit i smuhen ferizaj dhe prishtin katundet pa kontroll amerika ;0;Monday, April 13, 2020 1:12pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
722;dikush gjykon per kufizim me gjygj partija thaqit kta mjek hall jan me kujdes me oaienta kryministri thot rrini shpij thaqi thot dilni.  dhe politikes ;0;Monday, April 13, 2020 1:06pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
723;Pasqyrone sa politikan e familjar tyre i kan ba testet per covid19 a ka mundesi??;0;Monday, April 13, 2020 11:50am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
724;Ky zotni F. B. po mendojka qe ministri Vitia duhet me na adhë ne shtepi e me na ruaj te dera ! O qfarë njerez ! Kjo nuk eshtë politikë o popull kjo eshtë semundje eshtë virus vdekjeprures ! Vetëdisohuni mbrojeni vetevehten ! Jeta eshtë e jotja ! Vleresoje ! ;2;Monday, April 13, 2020 11:32am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;1;2;0;0
725;Me sa duket  duket vetëdijsimi ,  apeli , rekomandimet e institutit kanë  ra posht dhe nuk po respektohen, duhet te ashpersohet aparati shtetëror dhe te bllokoj totalisht qytetet e prekura ( me perjashtime ), ne anen tjeter duhet blere teste me shume dhe te fillohet  me testime shum ma shume,  mbi  4750 qytetar  veq jane te dyshuar dhe jane nen mbikqyrjen e institutit  lidhur me kontaktet me te  infektuar tashme me pandemi, duhet  ndryshu strategji te menagjimit te situates !;0;Monday, April 13, 2020 11:21am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
726;Gjendja e Jashtzakonshme duhet te shpallet menjeher skemi teste shum se ma shum dalin te infektum ditore po kjo qeveri qobanash tu luftu per karrik jemi mbet qetu ku jemi disa popuj tash veq po bojn plan mi hap shkollat mu stabilizu kadal kadal ne te kosoves jemi kerkun hiq.;0;Monday, April 13, 2020 10:00am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;0;2;2
727;R. D. tezake spo ka kush qe  ju nal, tuj dal me shetit me bicikleta pa bicikleta. E tank po thoni qka u ban, duhet secili me rujt veten. I keni oborre e kopshte ju mjaftojn, po ne qe kemi mbet mrena mureve te banesave a shemi njerez? Smujn me u izolu shqiptart jo as vdekja si nal, rrini mren;1;Monday, April 13, 2020 9:19am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;2;0
728;....oh gati 100 raste per nje dite - o qeveri e turpit, kush ju votoi te na shkaterroni deri ne kete mase !        Kush ju paguan te na leni ne meshire te Zotit!     Nuk keni qene ne gjendje 30 dite masa mos me apliku ...rruget qe 30 dite jane si ne feste, parqet po ashtu ! TURPI TE MBULOFTE ALBIN PSIKOPATI;0;Monday, April 13, 2020 8:27am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
729;Dilni e festoni prap njerëz te pandergjegjshëm, mos fajsoni askend keni pas model shtetet shum te zhvilluara qka kan perjetu edhe qka po perjetonjnë. TURP JU QOFTË!!!;0;Monday, April 13, 2020 8:08am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
730;"Shum më e nevojshme mu bo testet n'kry se teste tjera pom duket, derisa profesionalistët në gjithë Boten por edhe në Kosovë apelojnë mu përmbajt ne rregulla ne tregohemi shum ,,TRIMA"".Njerëz jemi jo kafshë mu mbajt ne zinxhir lidhur nga askush, thirri pak mendjes o njeriiii.";1;Monday, April 13, 2020 7:58am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
731;Kerka sjeni hic ju si institut.... Vec zoti qe ka me na ndihmu se e garantoj me jete qe edhe 50% potencialisht te infektuar nuk i keni testu...Thoni zoti le t'na ruan edhe aq....;0;Monday, April 13, 2020 7:42am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
732;Tek ne shqiptaret sun na bjen kush ne fije se e patem masen u qu presidenti e qoj kushtetuese e shpalli antikushtetuese vendimin, u qun qytetart u ankojshin orar i papershtatahem e blla blla blla plus asaj gjat ores se lire te levizjes postojshin qytetaret ton foto thu ti skan dal kurr a ska kurfar rreziku, ska faj as Qeveria as kerkush faj kemi na qytetart qe skemi etik dhe kultur e veprojm me inate nven se na me ndihmu e me kan shembull per Qeverin e per shtetet tjera e jo me prit veq masa rigoroze nga shtetit po me dit me frenu veten se shteti boll mir bojke apel mos dilni pa nevoj rrini ne shtepi na qohemi e bojm llug ku mos me u infektu tani pak o tu na gjet neve qa duhet me na gjet deri sa tmushmi men e kultur kemi me psu gjithe. Se shqiptarit i thu mos dil aj perinati qohet del dilni more dilni hiq mos u nalin se dikur deshet sdeshet ju ju nal virusi mos u nalshi vet, po ateher eshte von.;0;Monday, April 13, 2020 7:30am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
733;Jo bre Hashim thaqi dilni Albini mos dilni Korona virusi ksajde jam une Nuk e ngojshi albinin tash bani panik;0;Monday, April 13, 2020 7:26am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;2;0
734;qka thot gjykata kushtetuse be na sban me mshel popllin se gjykata kushtetuse na jep liri me dal;0;Monday, April 13, 2020 6:20am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
735;Tash ekan kohen leprat meu shtue hahahha;0;Monday, April 13, 2020 5:58am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;0;0;0
736;a merrni vesh shqip o njerz. ma shkurt mos shkoni neper kusheri e mixhallar e daj e teze e lesh shkurt. gjith cilli duhet mej than veti boll nuk muj vi mus hajde . leni ato fore mu ska qka mban un e kam kry eiiii. a kur te rrok kuku jo kuku po met lan me cof qatu..;0;Monday, April 13, 2020 1:55am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
737;Po ore policore beje me gjate diten se nate kush nuk del po flejn ju naten e keni ba ore policore ter diten njerzite rrug po nderroje orarin;1;Monday, April 13, 2020 12:35am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
738;Marketet jan tu punu ka 12 or.kot e keni vallahi.na shpi familjart npune cka u mirr vesh;0;Monday, April 13, 2020 12:33am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;2;0
739;Po pse ministri ju ka thon motociklisteve mu tubu ne dragash sot me festu atje;0;Monday, April 13, 2020 12:25am GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
740;"Këta që s'po i respektojnë masat e MSh dhe IKSHP, po na marrin n'qafë edhe neve që po i respektojmë ato.Ndoshta, duhet me ndrru thirrjen: Me bo; Psh: S'guxoni me ndejt në shtëpi!";0;Sunday, April 12, 2020 11:38pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;0;2;2
741;Maspari qat plakucin qe ka ardh prej italis bashk me qat femeren sa kan dasht hiq mi lan me hi ne ks se tasht kan gjet ne ket kriz me ardh me ba pushime e qetasht e bajshmi me shnet e murren ne qaf tasht krejt  ks bre fare dalshin me ket qeveri qe kurr sditi mu drejtu ‍♀️;0;Sunday, April 12, 2020 11:32pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
742;Kurti ske ne gjendje as dy muj me majt pushtetin (E rrezoj vetin nga qeverija) e ju mani ymyt qe kjo qeveri do ta menagjoj si duhet ket situat katastrofale, qe edhe ashtu ,veq ka dal jasht kontrolle.Me dy te infektum,kta fenomenat e shtin komplet nje qytetin ne karantin!.Amaterat.;0;Sunday, April 12, 2020 11:19pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;2;2;2;2
743;Shqipëria 2.8 Mil banor 446 te infektuar apo 0.015% e popullsisë.Kosova 1.8 Mil banor 362 te infektuar apo 0.020% e popullsisë.Kjo tregon se cili shtete po e menaxhon me mire pandeminë thjesht duhet te mirët shembull Edi Rama.;0;Sunday, April 12, 2020 10:59pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
744;Tash u ba vone, shpallne kur doni gjendjen tash, ma sju ndihmon, na murret nqaf si me VIRUS po ashtu na murret ne qaf edhe me ekonomi, klasa politike me pas vetem pak dinjitet per popullin e jo per pozitat e tyre i kishte dy opcione per ta kontrolluar kete situat:1. Testimi i mases, gje qe per mendimin tim per Kosoves eshte e veshtire me kushtet egzistuese.2. Bllokimi total i shtetit qysh me shfaqjen e rastit te pare te virusit ne Europe gjegjsisht Ballkan per se paku 2 jave, ku te gjitha hyrjet ne shtet duhet te ishin ndaluar apo kontrolluar rrepsisht dhe te gjithe shtetasit e Kosoves duhet te ishin futur ne karantin te detyruar jo ne shtepit e tyre por ne qendrat si konviktet.Kjo eshte fatkeqesia qe ne as armiku me i madh i jone nuk na ben qka ne i bejme veti.Eshte e palogjikshme gjithmone mu fajsu populli, kjo eshte non sens se duhet te dihet populli nuk posedon informatat qe i posedon qeveria, e besoj qe keto informata i kan pasur institucionet tona qysh moti lidhur me situaten e j;0;Sunday, April 12, 2020 10:50pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;2;2;2
745;Valla mir ish kan me shpall shpalljen per gjendje tjashtzakonshme!Jeta e qytetarit me e rendsishme se karrika.;0;Sunday, April 12, 2020 10:47pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;1;2;0;0
746;"Kjo eshte si rezultat i jovetedijesimit tone. Akoma ka njerz qe thojne jo kurgji so kjo, ""Grip i Thjeshte"" dhe vazhdojne te dalin pa kontrolle e duke e rreziku jo vetem familjen po edhe gjithe shoqerine an e mban. Ky eshte mentaliteti yne se Kina nuk ja vetke letrat ai qe dilke jasht i vriste as qe jepte llogari per askend. E padyshim mbetet njera nder vendet me pak te prekura  be Bote. E ju vazhdoni e shetituni e knaqeni e mandej boni me gisht ka qeverija tu e gjet fajtorin. Tmerr, ky Milet  pa fije mendje. E saj perket kryetarve te komunava vetem dy prej tyre pak ma ne rregull ne kry. Pjesa derrmuse tu u anku pa nevoj masa po qitni. Mos pritni masa prej shtetit po merrni masa vet e mos dilni se kjo pune nuk eshte hajgare.";9;Sunday, April 12, 2020 10:45pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;1;0;2;0
747;Ta mbështesim personelin mjekësor ata qe një muaj po punojnë nate e dite për popullin me te gjitha kapacitetet qe kane, sapo e pashe ketë rastin me ketë 18 vjeçare rast tepër i rende, por nuk pajtona me prindin e saj qe fajtor i len mjeket, ata janë te fundit te cilët duhet te ankohemi, politika egoiste pozite e opozite është fajtori kryesor këtu sepse duke e dit nivelin edukativ e bindëses te qytetareve dhe duke i pare kolonat për Pervall e Rugovë është dashur masa te rrepta te shpallet gjendja e jashtëzakonshme, qite ushtrinë, policinë, sigurimin, aki, e krejt bre krejt veç te ketë numër te vogël te te infektuarve, definitivisht i përkulem vetëm personelit mjekësor dhe policisë ne ketë toke. https://www.facebook.com/100006550489348/videos/2773701586191497/;0;Sunday, April 12, 2020 10:45pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;1;1;1;1
748;Ma shume teste duhet. Testimi ne popullate;0;Sunday, April 12, 2020 10:44pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;1;0;0;0
749;Vala e pare e Tsunami-t sapo eshte nise me ardhe...;0;Sunday, April 12, 2020 10:43pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;2;0
750;Pse po fajsohet populli së   po ju kuptoj. Fillimisht nuk e kemi mbylle kufijte me kohe, se dyti nje kohe te gjate i kemi lene te ardhurit ne karantina ne shpi pa kurfare kontrolli, se treti kemi marre vendime emocionale e jo te planifikuara edhe ato ne mes te nates her nga ministri e here nga KM,(edhe ne konferencen e sotit u pa qe nuk kane akoma plan se si te veprohet), me pas kemi be fare pak testime te rastit. E cdo qeveri duhet me pas te qarte qe ne mesin e popullates ka edhe nga ata qe se kuptojne rrezikun, e ka edhe nga ata qe fare se besojne qe ka virus. Pra shansen per shpallje te gjendjes se jashtzakonshme me kohe e kemi humbe mu per inate pwrsonale e xhelozi politike. Me te dhimte zemra sa pak vlejm ne per ta;7;Sunday, April 12, 2020 10:26pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;2;0
751;Ju mund te propozoni qe urgjent te kalojm ne gjendje te jashtzakonshme.Jeta e njerzve eshte ma e rendesishme se situata politike.Ju duhet me udheheq luften kunder Covid 19 jo te tjeret.Respekte pafund per punen e juaj.;4;Sunday, April 12, 2020 10:25pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;1;1;1;1
752;A keni mundesi me i specifiku rastet e Karantines qe gjenden ne Konvikt.Ktu po i shkrun qe eshte nga nje Fshati ose Qyteti dhe krijohet Panik ne ato vende, ku ne te vertet ndoshta qaj i infektun direkt nga Airoporti e kan dergu ne qender te Studentave Konvikt.Osht mir me i dallu...;0;Sunday, April 12, 2020 10:23pm GMT;Sunday, April 12, 2020 8:43pm GMT;0;79;1;0;0;0;0
